,id,release_date,revenue,genres,vote_count,runtime,budget,vote_average,release_month,release_year
14240,18176,2008-01-17,69564.0,Comedy Crime Mystery Thriller,96.0,93.0,11500000,6.1,1,2008
14244,26688,2009-09-09,27206120.0,Horror Mystery Thriller,179.0,101.0,12500000,5.3,9,2009
14245,22787,2009-09-09,12206028.0,Action Crime Mystery Thriller,225.0,101.0,40000000,5.3,9,2009
14247,24684,2009-10-29,26096852.0,Drama Romance,423.0,100.0,7500000,6.9,10,2009
14256,18710,1975-04-16,2000000.0,Crime Drama,16.0,101.0,970000,6.0,4,1975
14258,19899,2009-09-19,171844840.0,Comedy Romance,601.0,113.0,70000000,5.3,9,2009
14259,23706,2009-09-04,40105542.0,Comedy,302.0,99.0,15000000,4.7,9,2009
14263,11807,2007-10-26,4600000.0,Drama Comedy Romance,55.0,145.0,2300000,7.2,10,2007
14279,4734,1991-10-30,138000.0,Drama,17.0,158.0,0,6.6,10,1991
14283,16523,2009-10-16,100086793.0,Family Fantasy,580.0,101.0,100000000,6.4,10,2009
14295,43990,1989-05-05,1247946.0,Drama,6.0,116.0,0,6.5,5,1989
14299,25132,2009-08-21,28972508.0,Comedy Family,46.0,89.0,40000000,5.1,8,2009
14300,12572,2008-09-06,8049666.0,Comedy Drama Romance,174.0,103.0,14700000,5.7,9,2008
14301,22803,2009-10-15,126690726.0,Drama Crime Thriller,1522.0,109.0,53000000,7.2,10,2009
14307,8915,2009-10-22,19258519.0,Adventure,71.0,111.0,40000000,5.4,10,2009
14310,24238,2009-02-09,1725381.0,Animation Comedy Drama,596.0,92.0,590235,7.8,2,2009
14311,19918,2009-01-16,12032983.0,Comedy,272.0,97.0,0,5.2,1,2009
14334,22947,2009-09-05,163670000.0,Drama Romance,1246.0,109.0,25000000,6.7,9,2009
14359,22804,2009-10-22,68233629.0,Horror Mystery,755.0,90.0,11000000,6.0,10,2009
14367,24418,2009-10-23,28169671.0,Adventure Fantasy Action Thriller,354.0,109.0,40000000,5.5,10,2009
14368,22821,2009-11-24,10629321.0,Action Thriller Crime,264.0,118.0,8000000,5.8,11,2009
14370,24804,2009-10-16,296557.0,Action Comedy,204.0,90.0,2900000,7.3,10,2009
14371,29150,2009-01-18,232732.0,Comedy Drama,45.0,91.0,250000,6.1,1,2009
14372,14968,2005-08-04,33579813.0,War Comedy Drama History,49.0,133.0,8,7.7,8,2005
14374,16577,2009-10-15,44091067.0,Animation Action Family Science Fiction,420.0,94.0,65000000,6.1,10,2009
14378,10315,2009-10-23,46471023.0,Adventure Animation Comedy Family,1206.0,87.0,40000000,7.5,10,2009
14381,38984,2009-12-30,5753490.0,Drama Romance,36.0,120.0,0,6.1,12,2009
14382,36278,1995-04-28,5093707.0,Action Adventure Comedy Family Thriller,26.0,86.0,6000000,4.3,4,1995
14383,54648,1995-04-11,3983912.0,Animation Adventure Family,32.0,74.0,28000000,5.2,4,1995
14394,17979,2009-11-04,325233863.0,Animation Drama,1137.0,96.0,200000000,6.6,11,2009
14415,24293,2009-03-17,16000000.0,Action Drama Fantasy,37.0,128.0,9000000,6.8,3,2009
14416,14161,2009-10-10,769653595.0,Action Adventure Science Fiction,4994.0,158.0,200000000,5.6,10,2009
14417,22825,2009-09-17,33333531.0,Thriller Science Fiction,610.0,115.0,30000000,5.4,9,2009
14419,70805,1997-08-27,288.0,Drama Romance,3.0,91.0,450,6.3,8,1997
14421,22824,2009-11-06,42333295.0,Mystery Science Fiction Thriller,451.0,98.0,10000000,5.8,11,2009
14422,25793,2009-11-06,47536959.0,Drama,426.0,110.0,10000000,6.9,11,2009
14424,11699,2009-09-11,10589102.0,Drama Crime,331.0,122.0,25000000,6.0,9,2009
14425,18239,2009-03-15,709827462.0,Adventure Fantasy Drama Romance,2518.0,130.0,50000000,5.6,3,2009
14427,28089,2009-11-13,1521261.0,Drama History,120.0,113.0,6500000,7.0,11,2009
14430,22832,2009-09-29,60462347.0,Action Crime Thriller,384.0,99.0,40000000,6.2,9,2009
14431,32511,2009-05-15,48298.0,Drama Foreign,14.0,115.0,1089360,6.1,5,2009
14439,33273,2009-11-06,19300483.0,Action Thriller Drama,288.0,110.0,5700000,7.3,11,2009
14452,7445,2009-01-27,43318349.0,Drama Thriller War,650.0,104.0,26000000,6.8,1,2009
14461,20764,2008-12-10,107559.0,Drama Science Fiction Thriller,41.0,90.0,2500000,6.0,12,2008
14465,22881,2009-11-20,309208309.0,Drama,1626.0,129.0,29000000,7.2,11,2009
14482,22949,2009-11-24,92219310.0,Comedy Family,215.0,88.0,35000000,5.2,11,2009
14484,16866,2009-11-19,104945765.0,Science Fiction Animation Family Comedy Adventure,573.0,91.0,70000000,5.6,11,2009
14485,12404,2009-11-25,2336172.0,Comedy Drama Romance,50.0,114.0,25000000,6.6,11,2009
14492,51284,2008-11-27,766075.0,History Drama,10.0,110.0,3600000,6.2,11,2008
14493,7980,2009-12-26,93525586.0,Fantasy Drama,1101.0,136.0,65000000,6.6,12,2009
14494,22954,2009-12-10,122233971.0,Drama History,1150.0,134.0,60000000,7.0,12,2009
14496,10198,2009-12-08,267045765.0,Romance Family Animation Music,1293.0,97.0,105000000,6.7,12,2009
14499,4597,2009-12-04,22942221.0,Action Crime Drama Thriller,211.0,88.0,20000000,5.5,12,2009
14500,37190,2009-12-04,263941.0,Horror Comedy,17.0,92.0,0,4.1,12,2009
14501,31909,1986-01-01,4884663.0,Mystery Science Fiction Horror,59.0,100.0,12000000,5.5,1,1986
14533,24438,2009-12-17,85280250.0,Comedy,281.0,103.0,58000000,5.1,12,2009
14547,23947,2009-10-10,5300.0,Drama,6.0,84.0,15000,6.0,10,2009
14551,19995,2009-12-10,2787965087.0,Action Adventure Fantasy Science Fiction,12114.0,162.0,237000000,7.2,12,2009
14552,10197,2009-12-03,53825515.0,Drama Music Romance,169.0,112.0,80000000,5.1,12,2009
14556,22897,2009-12-23,219103655.0,Comedy Romance,370.0,121.0,85000000,6.2,12,2009
14557,10528,2009-12-23,524028679.0,Action Adventure Crime Mystery,5883.0,128.0,90000000,7.0,12,2009
14558,25196,2009-12-16,39462438.0,Drama Music Romance,279.0,112.0,7000000,6.8,12,2009
14562,23398,2009-12-21,443140005.0,Comedy Family Animation Fantasy Music,688.0,88.0,75000000,5.3,12,2009
14564,15772,2007-01-12,31000000.0,Drama,24.0,166.0,4700000,6.7,1,2007
14569,25137,2009-02-05,4388563.0,Crime Drama Mystery,79.0,105.0,25000000,5.5,2,2009
14573,40494,1956-05-30,14400000.0,Drama,23.0,105.0,4000000,6.4,5,1956
14595,25769,2009-09-04,5802422.0,Action Drama Horror Science Fiction Thriller,288.0,84.0,0,5.8,9,2009
14596,14159,2007-11-30,3800000.0,Drama Romance Foreign,10.0,146.0,0,6.0,11,2007
14607,23963,2009-03-06,32000.0,Horror Mystery Science Fiction,187.0,93.0,1500000,6.6,3,2009
14615,148077,2007-09-14,435000.0,Comedy Drama,3.0,90.0,1400000,5.3,9,2007
14620,19901,2009-01-06,51416464.0,Fantasy Horror Action Thriller Science Fiction,646.0,98.0,20000000,6.0,1,2009
14625,28178,2009-06-13,47801389.0,Drama Family,1769.0,93.0,16000000,7.7,6,2009
14630,25195,2010-01-08,29922472.0,Romance Comedy,474.0,100.0,19000000,6.5,1,2010
14631,20504,2010-01-14,157107755.0,Action Thriller Science Fiction,2207.0,118.0,80000000,6.6,1,2010
14632,33613,2009-11-27,43498108.0,Action Thriller Crime Mystery,451.0,147.0,4000000,7.0,11,2009
14648,26820,2009-08-21,2479538.0,Comedy Drama,45.0,108.0,0,6.2,8,2009
14671,18476,2009-02-06,1017401.0,Crime Drama Horror Mystery Thriller,124.0,90.0,20000000,5.5,2,2009
14682,31175,2009-09-09,17872796.0,Drama Comedy,117.0,99.0,5000000,7.0,9,2009
14689,40229,1983-01-21,10604986.0,Horror Mystery Thriller,34.0,91.0,425000,6.0,1,1983
14698,17606,2008-12-25,1143856.0,Drama Thriller Mystery Romance,58.0,90.0,15000000,5.1,12,2008
14710,2395,2008-01-13,132900000.0,Fantasy Adventure Comedy Family,486.0,116.0,97250400,5.0,1,2008
14732,20453,2009-12-23,70000000.0,Drama Comedy Romance,850.0,170.0,9000000,7.8,12,2009
14740,22894,2010-01-21,67918658.0,Horror,643.0,100.0,26000000,5.2,1,2010
14750,48609,1986-08-08,6029824.0,Comedy,5.0,90.0,0,3.4,8,1986
14753,21033,2009-04-27,56000.0,Drama Mystery Thriller,17.0,97.0,1500000,4.6,4,2009
14767,46336,2005-01-21,245000.0,Comedy Drama Fantasy Romance,10.0,71.0,250000,6.0,1,2005
14768,27569,2010-01-21,15134293.0,Drama,93.0,105.0,31000000,6.0,1,2010
14771,8349,2008-03-29,40239.0,Action Adventure Drama History War,80.0,120.0,18000000,6.4,3,2008
14774,33295,2008-09-06,887029.0,Documentary,17.0,105.0,0,7.2,9,2008
14777,13477,2010-01-29,36699403.0,Fantasy Comedy Romance,389.0,91.0,0,5.7,1,2010
14778,12201,2010-01-29,74901339.0,Crime Drama Mystery Thriller,496.0,117.0,80000000,6.2,1,2010
14786,99749,1987-09-01,796368.0,Thriller Drama,11.0,97.0,0,6.5,9,1987
14792,8952,2009-01-18,10652035.0,Comedy Drama Romance,514.0,98.0,13000000,6.4,1,2009
14796,71825,1992-07-24,1102469.0,Comedy,10.0,110.0,0,5.7,7,1992
14798,98246,2005-02-17,76.0,Drama History Foreign,15.0,110.0,0,6.6,2,2005
14813,24469,2009-05-14,2357852.0,Drama,256.0,123.0,3000000,6.9,5,2009
14817,51022,1998-05-27,150000.0,War Drama Comedy Crime,16.0,103.0,10000,7.2,5,1998
14822,32856,2010-02-10,216485654.0,Comedy Romance,1043.0,125.0,52000000,5.7,2,2010
14825,11324,2010-02-18,294804195.0,Drama Thriller Mystery,6559.0,138.0,80000000,7.8,2,2010
14831,26715,2009-05-16,199436.0,Drama Action Comedy Thriller Crime,92.0,109.0,0,4.5,5,2009
14833,38448,2009-09-14,1644755.0,Drama Romance,84.0,111.0,12000000,6.5,9,2009
14839,24253,2009-09-18,66995253.0,Drama Action Thriller Crime Mystery,561.0,129.0,0,6.9,9,2009
14841,32657,2010-02-01,226497209.0,Adventure Fantasy Family,2079.0,118.0,95000000,6.0,2,2010
14842,23742,2010-02-26,55583804.0,Action Comedy Crime,518.0,107.0,30000000,5.3,2,2010
14845,11439,2010-02-12,60222298.0,Thriller Mystery,681.0,128.0,45000000,6.7,2,2010
14850,23172,2010-01-15,45236543.0,Action Comedy Family,351.0,94.0,28000000,5.5,1,2010
14851,30128,2009-09-25,1429299.0,Comedy Drama,20.0,106.0,7000000,5.7,9,2009
14857,32124,2009-11-13,18088.0,Drama Thriller,24.0,100.0,0,5.6,11,2009
14858,26428,2009-05-17,39041505.0,Adventure Drama History,404.0,127.0,70000000,6.9,5,2009
14860,12273,2008-01-01,25000000.0,Action Comedy,22.0,135.0,14000000,5.3,1,2008
14865,15357,2009-02-18,8786375.0,Action Thriller Crime,323.0,101.0,15000000,6.0,2,2009
14872,29427,2010-02-26,54956140.0,Mystery Horror Action,649.0,101.0,20000000,6.2,2,2010
14873,22971,2010-02-04,114977104.0,Drama Romance War,1302.0,115.0,25000000,6.6,2,2010
14874,45576,2009-06-06,288.0,Documentary Drama,19.0,85.0,0,6.8,6,2009
14875,23023,2010-01-14,112462508.0,Comedy Family Fantasy,500.0,101.0,48000000,5.2,1,2010
14884,10664,2009-09-15,18469680.0,Thriller Horror,496.0,85.0,5600000,6.5,9,2009
14891,26022,2010-02-12,42345360.0,Drama Romance,237.0,145.0,12000000,7.7,2,2010
14892,12155,2010-03-03,1025491110.0,Family Fantasy Adventure,4773.0,108.0,200000000,6.4,3,2010
14894,22972,2010-03-11,94882889.0,War Action Adventure Drama Thriller,730.0,115.0,100000000,6.4,3,2010
14897,17277,1964-03-24,4750000.0,War Drama History,34.0,188.0,19000000,6.0,3,1964
14899,26389,2010-02-05,52826594.0,Action Crime Thriller,684.0,92.0,52000000,6.2,2,2010
14904,23488,2009-09-09,4706919.0,Fantasy Drama Thriller,588.0,112.0,0,5.8,9,2009
14907,27583,2010-03-26,6153967.0,Comedy Drama Romance,163.0,107.0,0,6.0,3,2010
14909,26390,2009-01-16,29536299.0,Crime Drama Thriller,296.0,133.0,17000000,6.2,1,2009
14910,34016,2010-03-11,49779728.0,Comedy Romance,544.0,104.0,20000000,5.9,3,2010
14911,25941,2009-11-11,10329747.0,Thriller Crime Drama Action,351.0,103.0,7300000,6.7,11,2009
14915,23169,2010-03-12,56032889.0,Drama Romance,980.0,113.0,16000000,6.9,3,2010
14926,44363,2010-02-05,3065860.0,Thriller,586.0,93.0,0,5.9,2,2010
14942,34563,2010-03-12,21409028.0,Comedy,40.0,103.0,14000000,5.7,3,2010
14943,27573,2010-03-16,136000000.0,Action,878.0,110.0,40000000,5.6,3,2010
14945,12834,2009-09-13,985117.0,Comedy Crime Drama Thriller,143.0,104.0,9000000,5.9,9,2009
14946,31723,2009-11-13,18097.0,Comedy Drama,30.0,92.0,3000000,5.2,11,2009
14947,24225,2009-06-26,101543.0,Documentary Music,5.0,87.0,0,6.6,6,2009
14950,15483,2004-01-02,1479042.0,Horror Mystery Thriller,46.0,103.0,2600000,4.7,1,2004
14957,24973,1954-08-25,15000000.0,History Drama,11.0,139.0,5000000,6.0,8,1954
14962,16436,2008-10-23,927704.0,Adventure Drama Action History Thriller,77.0,126.0,0,7.4,10,2008
14963,31867,2010-03-18,18409891.0,Action Science Fiction Thriller Crime,627.0,111.0,32000000,6.2,3,2010
14968,28355,2009-08-13,29000000.0,Horror Mystery Thriller,580.0,109.0,27000000,6.1,8,2009
14971,20027,2009-02-20,8250000.0,Action Drama Foreign,17.0,138.0,0,5.6,2,2009
14972,36970,2009-10-17,19406406.0,Documentary Family,112.0,84.0,0,7.3,10,2009
14977,23048,2010-03-26,64572262.0,Science Fiction Comedy Adventure,911.0,101.0,36000000,5.9,3,2010
14978,28211,2009-03-25,8459458.0,Drama Thriller Mystery,514.0,96.0,15000000,5.9,3,2009
14982,38687,1926-12-25,658000.0,Drama Romance,11.0,112.0,373000,7.9,12,1926
14983,30018,2009-05-28,17112713.0,Crime Drama Mystery Thriller,192.0,128.0,5000000,7.6,5,2009
14984,10191,2010-03-05,494878759.0,Fantasy Adventure Animation Family,4319.0,98.0,165000000,7.5,3,2010
14991,28510,2009-10-01,875386.0,Adventure Action Science Fiction Thriller,114.0,97.0,14000000,5.2,10,2009
15005,27936,2009-10-28,14000000.0,Action Comedy Crime,150.0,100.0,33000000,6.8,10,2009
15006,18823,2010-04-01,232713139.0,Adventure Fantasy Action,2280.0,106.0,125000000,5.6,4,2010
15012,34769,2009-09-12,44462.0,Drama Action Comedy Crime,197.0,101.0,3500000,6.5,9,2009
15017,23483,2010-03-22,96188903.0,Action Crime,4747.0,117.0,28000000,7.1,3,2010
15026,35056,2010-04-08,152263880.0,Comedy,1148.0,97.0,55000000,5.9,4,2010
15031,36419,2010-04-09,3606395.0,Drama Horror Mystery Thriller,253.0,104.0,4500000,5.4,4,2010
15054,27586,2010-03-19,2995811.0,Drama Music,262.0,106.0,10000000,6.3,3,2010
15069,26178,1984-04-19,801000.0,Horror,33.0,95.0,5500000,5.6,4,1984
15078,47813,2009-09-05,80.0,Documentary,22.0,86.0,0,7.4,9,2009
15086,34803,2010-04-15,49050886.0,Comedy,248.0,92.0,21000000,5.5,4,2010
15087,37861,2009-09-04,30638.0,Adventure Drama Action Fantasy,323.0,93.0,5641880,5.9,9,2009
15089,33217,2010-03-19,75700498.0,Comedy Family,369.0,92.0,15000000,5.9,3,2010
15110,38810,2009-06-01,110197.0,Drama,346.0,94.0,0,6.9,6,2009
15112,21345,2009-04-22,10652498.0,Drama History War,55.0,132.0,12000000,7.6,4,2009
15115,37857,2001-02-10,6297.0,Drama Comedy,18.0,89.0,0,6.3,2,2001
15126,34813,2010-04-23,23580000.0,Action Adventure Crime Mystery Thriller,522.0,97.0,25000000,6.2,4,2010
15139,39452,2010-01-24,4790751.0,Documentary,314.0,87.0,0,7.6,1,2010
15151,32985,2009-09-16,7810000.0,Adventure Fantasy Action Science Fiction,399.0,104.0,45000000,5.6,9,2009
15153,10138,2010-04-28,623933331.0,Adventure Action Science Fiction,6969.0,124.0,200000000,6.6,4,2010
15158,38579,2010-06-04,83761844.0,Family Comedy,150.0,87.0,50000000,5.0,6,2010
15159,37931,2010-05-21,6110000.0,Action Adventure Comedy,184.0,90.0,10000000,5.1,5,2010
15160,27004,2010-01-01,46488.0,Crime Thriller Comedy,73.0,108.0,7000000,6.0,1,2010
15162,54117,2002-07-09,2425000.0,Horror Mystery Foreign,18.0,140.0,0,5.9,7,2002
15163,4180,1985-09-18,2052466.0,Comedy,37.0,106.0,0,6.4,9,1985
15185,23437,2010-04-30,115664037.0,Horror Mystery Thriller,771.0,95.0,35000000,5.5,4,2010
15186,37495,2010-05-07,4270000.0,Comedy Crime Drama,428.0,101.0,967686,7.1,5,2010
15192,35169,2010-04-02,39340177.0,Comedy,150.0,92.0,35000000,4.6,4,2010
15199,38542,2009-09-12,867714.0,Crime Drama Thriller,169.0,100.0,800000,6.4,9,2009
15202,20662,2010-05-12,310669540.0,Action Adventure,1434.0,140.0,200000000,6.2,5,2010
15235,31261,2010-02-16,1000000.0,Action Animation Science Fiction,25.0,120.0,100000,6.9,2,2010
15241,46705,2010-12-27,16566240.0,Drama Romance,911.0,112.0,3500000,6.9,12,2010
15242,37821,2010-06-04,98159963.0,Action Comedy Thriller Romance,792.0,100.0,75000000,5.7,6,2010
15257,26388,2010-09-24,19152480.0,Drama Thriller Mystery,853.0,94.0,1987650,6.6,9,2010
15265,9543,2010-05-19,335154643.0,Adventure Fantasy Action Romance,2372.0,116.0,150000000,6.2,5,2010
15281,37786,2010-05-26,288347692.0,Comedy Drama Romance,434.0,146.0,100000000,5.5,5,2010
15289,32823,2010-06-04,90029656.0,Comedy,626.0,109.0,40000000,5.9,6,2010
15299,34806,2010-04-23,77477008.0,Comedy Romance,468.0,106.0,35000000,5.7,4,2010
15319,54254,2008-10-01,115605.0,Drama,15.0,96.0,0,6.9,10,2008
15335,28871,2007-11-16,706000.0,Comedy Drama,13.0,100.0,9000000,6.2,11,2007
15343,20533,2010-06-18,10539000.0,Action Western Drama Fantasy Thriller,427.0,80.0,47000000,4.5,6,2010
15344,34544,2010-06-10,177238796.0,Thriller Action Adventure Comedy Crime,1737.0,117.0,110000000,6.2,6,2010
15348,10193,2010-06-16,1066969703.0,Animation Family Comedy,4710.0,103.0,200000000,7.6,6,2010
15357,39013,2010-06-11,13831503.0,Drama,575.0,100.0,2000000,6.8,6,2010
15372,10192,2010-05-16,752600867.0,Comedy Adventure Fantasy Animation Family,2021.0,93.0,165000000,6.0,5,2010
15404,68701,2009-03-01,10068.0,Documentary,2.0,90.0,0,5.5,3,2009
15408,24021,2010-06-23,698491347.0,Adventure Fantasy Drama Romance,2382.0,124.0,68000000,5.9,6,2010
15409,36691,2009-09-07,5024782.0,Comedy Drama Romance,85.0,90.0,15000000,5.8,9,2009
15415,34647,2009-05-05,754249.0,Fantasy Drama,397.0,161.0,13000000,7.2,5,2009
15422,10196,2010-06-30,318502923.0,Action Adventure Family Fantasy,1180.0,103.0,150000000,4.7,6,2010
15463,34851,2010-07-03,126248813.0,Action Science Fiction Adventure Thriller,1231.0,107.0,40000000,6.0,7,2010
15472,20352,2010-07-08,543513985.0,Animation Family,6595.0,95.0,69000000,7.1,7,2010
15480,27205,2010-07-14,825532764.0,Action Thriller Science Fiction Mystery Adventure,14075.0,148.0,160000000,8.1,7,2010
15481,38365,2010-06-24,271430189.0,Comedy,1746.0,102.0,80000000,6.0,6,2010
15483,27022,2010-07-13,215283742.0,Fantasy Adventure Action Comedy Drama,1526.0,109.0,150000000,5.9,7,2010
15487,37834,2010-06-15,261930431.0,Action Comedy,1583.0,109.0,117000000,5.9,6,2010
15496,38575,2010-06-10,357852395.0,Action Adventure Drama Family,1675.0,140.0,40000000,6.2,6,2010
15499,22556,2008-12-17,317000.0,Drama Romance,53.0,102.0,15000000,6.4,12,2008
15504,39781,2010-07-09,34705850.0,Comedy Drama,512.0,106.0,3500000,6.5,7,2010
15511,40662,2010-07-27,6629178.0,Action Animation,459.0,75.0,0,7.6,7,2010
15516,27576,2010-07-21,293329073.0,Action Mystery Thriller,2125.0,100.0,110000000,6.2,7,2010
15519,42918,2009-03-14,178174.0,Comedy Documentary,38.0,85.0,0,6.5,3,2009
15530,31011,2009-09-11,3547209.0,Science Fiction Drama Romance Fantasy,1616.0,156.0,47000000,7.9,9,2009
15534,65212,1954-12-20,3200000.0,Drama Romance,5.0,142.0,4500000,4.1,12,1954
15540,38778,2010-07-30,86387857.0,Comedy,542.0,114.0,69000000,5.5,7,2010
15544,35019,2010-03-26,93246388.0,Comedy Fantasy,450.0,109.0,35000000,6.0,3,2010
15571,37472,2010-04-21,36000000.0,Action History Drama,684.0,109.0,12902809,7.2,4,2010
15579,37950,2010-05-01,48190704.0,Drama,589.0,99.0,44000000,6.8,5,2010
15581,27581,2010-08-06,170432927.0,Action Comedy Crime,1406.0,107.0,100000000,6.1,8,2010
15603,28426,1942-07-31,1040000.0,Adventure Comedy Romance Science Fiction War,6.0,81.0,322000,5.7,7,1942
15608,27578,2010-08-03,274470394.0,Thriller Adventure Action,2977.0,103.0,80000000,6.0,8,2010
15609,22538,2010-07-27,47664559.0,Action Adventure Comedy,2185.0,112.0,60000000,7.2,7,2010
15613,44629,2010-06-03,1000000.0,Drama Thriller Crime,240.0,113.0,5000000,6.7,6,2010
15628,23759,2010-02-15,6814789.0,Adventure Action Drama,394.0,97.0,12000000,6.0,2,2010
15630,39800,2009-10-10,744816.0,Comedy Drama,30.0,97.0,4500000,6.3,10,2009
15633,9503,2009-10-22,27412220.0,Drama,93.0,149.0,0,6.5,10,2009
15653,43593,2010-08-20,83188165.0,Comedy Horror,599.0,88.0,24000000,5.3,8,2010
15656,35552,2010-04-09,34100000.0,Fantasy Adventure Action Mystery,325.0,105.0,25000000,5.9,4,2010
15667,15952,2008-07-15,179943.0,Drama Thriller,24.0,90.0,0,6.3,7,2008
15670,41479,2009-09-13,7022728.0,Comedy Drama,212.0,96.0,10000000,6.1,9,2009
15680,191550,1987-10-30,125400.0,Drama Romance,2.0,110.0,5000000,3.5,10,1987
15684,42194,2010-03-20,967000.0,Crime Drama Action Thriller Science Fiction,185.0,92.0,30000000,5.2,3,2010
15689,20200,2004-12-01,823258.0,Comedy,43.0,105.0,823258,6.1,12,2004
15696,38358,2010-08-27,67738090.0,Horror Drama Thriller,330.0,87.0,1800000,5.6,8,2010
15706,27579,2010-08-31,65464324.0,Crime Drama Thriller,488.0,104.0,20000000,5.8,8,2010
15720,41210,2010-05-11,49830607.0,Comedy Romance Drama,599.0,101.0,19000000,5.9,5,2010
15732,50641,2008-05-19,57.0,Documentary,0.0,106.0,1000000,0.0,5,2008
15735,23631,2010-09-01,31327899.0,Action Comedy Thriller,1171.0,105.0,20000000,6.3,9,2010
15736,41233,2010-08-04,159291809.0,Drama Romance,595.0,107.0,30000000,6.6,8,2010
15742,38073,2010-09-01,42045846.0,Comedy Drama Romance,271.0,102.0,32000000,6.0,9,2010
15771,40264,2010-08-18,80547866.0,Horror Comedy,326.0,82.0,20000000,4.2,8,2010
15776,35791,2010-09-09,300228084.0,Action Adventure Horror Science Fiction,1382.0,97.0,60000000,5.8,9,2010
15798,37799,2010-09-30,224920315.0,Drama,3492.0,120.0,40000000,7.1,9,2010
15807,23168,2010-09-15,154026136.0,Crime Drama Thriller,1516.0,125.0,37000000,7.0,9,2010
15814,37735,2010-09-10,74952305.0,Comedy,2282.0,92.0,8000000,6.7,9,2010
15815,38167,2010-08-12,204594016.0,Drama,655.0,133.0,60000000,5.8,8,2010
15816,38568,2010-08-26,617000.0,Drama,68.0,84.0,30000,6.8,8,2010
15826,15179,2008-09-12,56299.0,Drama Comedy,35.0,103.0,0,6.5,9,2008
15827,43949,2010-08-06,1755212.0,Romance Drama,426.0,89.0,14000000,7.4,8,2010
15829,33909,2010-09-02,134748021.0,Drama Crime,504.0,133.0,70000000,5.8,9,2010
15834,41216,2010-07-10,140073390.0,Animation Adventure Family Fantasy,715.0,97.0,80000000,6.5,7,2010
15835,39691,2010-07-30,112483764.0,Comedy Family,122.0,82.0,85000000,4.9,7,2010
15851,43923,2010-07-06,6491240.0,Comedy Drama,691.0,101.0,8000000,6.9,7,2010
15860,45261,2009-10-25,230600.0,Drama Comedy Romance,16.0,96.0,0,6.6,10,2009
15871,27023,2009-06-10,111731.0,Comedy,18.0,84.0,3800000,5.9,6,2009
15873,56969,2003-08-15,2.0,Romance Thriller,18.0,132.0,1,6.4,8,2003
15874,45077,2010-01-14,18000.0,Drama Comedy Romance,30.0,93.0,0,5.2,1,2010
